Date,High,Low,Open,Close,Volume,Adj Close
2018-07-20,14.710000038146973,13.819999694824219,13.960000038146973,14.40999984741211,6371200,14.40999984741211
2018-07-23,14.699999809265137,13.63599967956543,14.40999984741211,14.180000305175781,4917200,14.180000305175781
2018-07-24,14.770000457763672,13.649999618530273,14.399999618530273,13.920000076293945,6209200,13.920000076293945
2018-07-25,13.949999809265137,13.130000114440918,13.770000457763672,13.359999656677246,9249400,13.359999656677246
2018-07-26,13.149999618530273,12.65999984741211,12.800000190734863,12.770000457763672,6985700,12.770000457763672
2018-07-27,13.100000381469727,12.0,13.100000381469727,12.130000114440918,6568300,12.130000114440918
2018-07-30,12.0,11.050000190734863,11.300000190734863,11.59000015258789,6687400,11.59000015258789
2018-07-31,12.25,11.350000381469727,11.5,11.710000038146973,3235500,11.710000038146973
2018-08-01,11.729999542236328,11.15999984741211,11.65999984741211,11.329999923706055,3789400,11.329999923706055
2018-08-02,11.520000457763672,10.699999809265137,11.0,11.510000228881836,6487900,11.510000228881836
2018-08-03,11.600000381469727,11.0,11.510000228881836,11.0600004196167,2901600,11.0600004196167
2018-08-06,11.739999771118164,11.11299991607666,11.119999885559082,11.270000457763672,3413000,11.270000457763672
2018-08-07,11.670000076293945,11.300000190734863,11.380000114440918,11.399999618530273,2804300,11.399999618530273
2018-08-08,11.678999900817871,11.239999771118164,11.489999771118164,11.390000343322754,1809400,11.390000343322754
2018-08-09,11.579000473022461,11.220000267028809,11.399999618530273,11.25,1839500,11.25
2018-08-10,11.369999885559082,11.020000457763672,11.25,11.140000343322754,2683600,11.140000343322754
2018-08-13,11.270000457763672,10.699999809265137,11.1899995803833,10.8100004196167,2273700,10.8100004196167
2018-08-14,10.6899995803833,10.260000228881836,10.569999694824219,10.65999984741211,5840400,10.65999984741211
2018-08-15,10.300000190734863,9.09000015258789,9.899999618530273,10.265000343322754,10742700,10.265000343322754
2018-08-16,10.9399995803833,10.5,10.510000228881836,10.5600004196167,5202100,10.5600004196167
2018-08-17,10.869999885559082,9.9399995803833,10.550000190734863,10.699999809265137,2922700,10.699999809265137
2018-08-20,11.4399995803833,10.5,11.25,11.300000190734863,5316300,11.300000190734863
2018-08-21,12.430000305175781,11.5,11.550000190734863,11.850000381469727,5490500,11.850000381469727
2018-08-22,11.819999694824219,10.960000038146973,11.75,11.010000228881836,4486300,11.010000228881836
2018-08-23,11.350000381469727,10.432999610900879,11.210000038146973,10.529999732971191,4609900,10.529999732971191
2018-08-24,10.989999771118164,10.40999984741211,10.579999923706055,10.90999984741211,3993900,10.90999984741211
2018-08-27,11.770000457763672,10.960000038146973,11.449999809265137,11.529999732971191,9487100,11.529999732971191
2018-08-28,13.75,12.640000343322754,12.850000381469727,13.079999923706055,19444300,13.079999923706055
2018-08-29,14.229999542236328,12.180000305175781,13.0,13.760000228881836,9428200,13.760000228881836
2018-08-30,13.699999809265137,12.25,13.399999618530273,13.140000343322754,8767700,13.140000343322754
2018-08-31,13.399999618530273,12.699999809265137,12.699999809265137,12.829999923706055,3801300,12.829999923706055
2018-09-04,12.859999656677246,12.039999961853027,12.75,12.5,3758800,12.5
2018-09-05,12.3100004196167,11.350000381469727,12.25,11.390000343322754,5320200,11.390000343322754
2018-09-06,11.65999984741211,11.109999656677246,11.59000015258789,11.399999618530273,2416400,11.399999618530273
2018-09-07,11.880000114440918,11.0,11.260000228881836,11.710000038146973,2973200,11.710000038146973
2018-09-10,11.9399995803833,11.3100004196167,11.729999542236328,11.3100004196167,2528300,11.3100004196167
2018-09-11,11.989999771118164,11.109999656677246,11.109999656677246,11.84000015258789,3510300,11.84000015258789
2018-09-12,13.680000305175781,11.890000343322754,12.0,13.029999732971191,9417300,13.029999732971191
2018-09-13,14.119999885559082,13.16100025177002,13.460000038146973,13.350000381469727,6425300,13.350000381469727
2018-09-14,13.65999984741211,12.90999984741211,13.289999961853027,13.520000457763672,3904800,13.520000457763672
2018-09-17,13.5,12.774999618530273,13.289999961853027,13.229999542236328,3328900,13.229999542236328
2018-09-18,14.069999694824219,13.130000114440918,13.399999618530273,13.760000228881836,3956200,13.760000228881836
2018-09-19,14.0,13.199999809265137,13.6899995803833,13.220000267028809,2756300,13.220000267028809
2018-09-20,13.6899995803833,12.970000267028809,13.489999771118164,13.4399995803833,2206200,13.4399995803833
2018-09-21,13.670000076293945,12.359999656677246,13.449999809265137,12.430000305175781,5074600,12.430000305175781
2018-09-24,12.230999946594238,11.279999732971191,11.699999809265137,12.0,5842200,12.0
2018-09-25,12.659000396728516,11.699999809265137,12.0,12.550000190734863,3393300,12.550000190734863
2018-09-26,13.420000076293945,12.449999809265137,12.489999771118164,12.869999885559082,4916700,12.869999885559082
2018-09-27,13.100000381469727,12.729999542236328,12.869999885559082,13.020000457763672,2278900,13.020000457763672
2018-09-28,13.6899995803833,12.890000343322754,12.899999618530273,13.479999542236328,4170800,13.479999542236328
2018-10-01,14.085000038146973,13.569999694824219,13.699999809265137,13.949999809265137,3226400,13.949999809265137
2018-10-02,13.699999809265137,12.84000015258789,13.399999618530273,13.3100004196167,4114300,13.3100004196167
2018-10-03,15.5,14.029999732971191,15.149999618530273,14.369999885559082,18033500,14.369999885559082
2018-10-04,14.4399995803833,12.885000228881836,14.140000343322754,13.550000190734863,6889500,13.550000190734863
2018-10-05,13.880000114440918,12.899999618530273,13.369999885559082,13.350000381469727,4572100,13.350000381469727
2018-10-08,13.739999771118164,12.649999618530273,12.720000267028809,13.630000114440918,3539400,13.630000114440918
2018-10-09,13.53499984741211,13.0,13.3100004196167,13.170000076293945,2463100,13.170000076293945
2018-10-10,13.260000228881836,12.100000381469727,13.260000228881836,12.420000076293945,3842200,12.420000076293945
2018-10-11,12.899999618530273,12.020000457763672,12.029999732971191,12.6899995803833,3187200,12.6899995803833
2018-10-12,13.850000381469727,13.279999732971191,13.369999885559082,13.710000038146973,4143800,13.710000038146973
2018-10-15,14.180000305175781,13.260000228881836,13.279999732971191,13.949999809265137,3159600,13.949999809265137
2018-10-16,14.289999961853027,13.258000373840332,14.0,13.460000038146973,4059800,13.460000038146973
2018-10-17,13.720000267028809,12.90999984741211,13.670000076293945,13.25,2130200,13.25
2018-10-18,13.100000381469727,12.489999771118164,12.90999984741211,12.609999656677246,3147800,12.609999656677246
2018-10-19,13.069999694824219,12.369999885559082,12.9399995803833,12.489999771118164,1924100,12.489999771118164
2018-10-22,13.069999694824219,12.75,13.0,13.050000190734863,3448800,13.050000190734863
2018-10-23,13.170000076293945,12.569999694824219,12.670000076293945,12.970000267028809,1836300,12.970000267028809
2018-10-24,12.9399995803833,11.869999885559082,12.890000343322754,11.989999771118164,3620900,11.989999771118164
2018-10-25,12.630000114440918,12.210000038146973,12.239999771118164,12.569999694824219,2778000,12.569999694824219
2018-10-26,13.260000228881836,12.149999618530273,12.25,13.170000076293945,2576700,13.170000076293945
2018-10-29,13.550000190734863,12.258000373840332,13.449999809265137,12.470000267028809,2044300,12.470000267028809
2018-10-30,13.399999618530273,12.3100004196167,12.579999923706055,13.100000381469727,2481200,13.100000381469727
2018-10-31,14.5,13.279999732971191,13.630000114440918,13.5,8966500,13.5
2018-11-01,15.15999984741211,13.029999732971191,13.850000381469727,14.1899995803833,12344900,14.1899995803833
2018-11-02,15.180000305175781,14.15999984741211,14.960000038146973,14.430000305175781,5443900,14.430000305175781
2018-11-05,14.779999732971191,14.25,14.399999618530273,14.359999656677246,1709300,14.359999656677246
2018-11-06,15.479999542236328,14.350000381469727,14.359999656677246,14.90999984741211,4477600,14.90999984741211
2018-11-07,15.4399995803833,14.8100004196167,15.390000343322754,15.149999618530273,2010600,15.149999618530273
2018-11-08,15.079999923706055,14.350000381469727,15.0600004196167,14.489999771118164,2149400,14.489999771118164
2018-11-09,14.0600004196167,13.319999694824219,14.0600004196167,13.399999618530273,2689400,13.399999618530273
2018-11-12,13.710000038146973,12.779999732971191,13.510000228881836,12.899999618530273,3235700,12.899999618530273
2018-11-13,13.930000305175781,13.100000381469727,13.329999923706055,13.770000457763672,2395300,13.770000457763672
2018-11-14,14.140000343322754,13.539999961853027,13.869999885559082,13.5600004196167,1710900,13.5600004196167
2018-11-15,14.789999961853027,13.791999816894531,13.859999656677246,14.470000267028809,3435800,14.470000267028809
2018-11-16,14.9399995803833,13.960000038146973,14.199999809265137,14.5,3597400,14.5
2018-11-19,14.420000076293945,13.020000457763672,14.399999618530273,13.024999618530273,5016800,13.024999618530273
2018-11-20,13.899999618530273,12.850000381469727,13.050000190734863,13.600000381469727,5870700,13.600000381469727
2018-11-21,16.1299991607666,13.75,13.789999961853027,15.140000343322754,19460700,15.140000343322754
2018-11-23,15.0600004196167,14.199999809265137,14.529999732971191,14.979999542236328,2797700,14.979999542236328
2018-11-26,15.359999656677246,14.640000343322754,15.149999618530273,14.9399995803833,2888400,14.9399995803833
2018-11-27,15.1899995803833,14.5,14.699999809265137,14.970000267028809,3099600,14.970000267028809
2018-11-28,16.170000076293945,15.029999732971191,15.199999809265137,16.139999389648438,5337900,16.139999389648438
2018-11-29,15.949999809265137,14.640000343322754,15.930000305175781,14.930000305175781,6587000,14.930000305175781
2018-11-30,15.739999771118164,14.899999618530273,15.149999618530273,15.609999656677246,5782600,15.609999656677246
2018-12-03,16.739999771118164,15.319999694824219,16.290000915527344,15.420000076293945,5354700,15.420000076293945
2018-12-04,15.699999809265137,14.109999656677246,15.520000457763672,14.329999923706055,4901300,14.329999923706055
2018-12-06,14.729999542236328,13.899999618530273,14.029999732971191,14.680000305175781,4840400,14.680000305175781
2018-12-07,15.399999618530273,14.520000457763672,14.65999984741211,14.6899995803833,3614300,14.6899995803833
2018-12-10,15.08899974822998,14.59000015258789,14.59000015258789,14.710000038146973,3151300,14.710000038146973
2018-12-11,15.329999923706055,14.8100004196167,15.020000457763672,15.050000190734863,2029900,15.050000190734863
2018-12-12,15.640000343322754,15.170000076293945,15.300000190734863,15.289999961853027,3441400,15.289999961853027
2018-12-13,15.569999694824219,14.90999984741211,15.4399995803833,14.949999809265137,2628500,14.949999809265137
2018-12-14,15.430000305175781,14.300000190734863,14.800000190734863,15.220000267028809,4102300,15.220000267028809
2018-12-17,14.940999984741211,14.220000267028809,14.930000305175781,14.279999732971191,3110000,14.279999732971191
2018-12-18,14.800000190734863,14.300000190734863,14.479999542236328,14.720000267028809,3046800,14.720000267028809
